,Количество км,Вид доставки,Время суток,Наличие грузчика,Стоимость
1454,5004.0,Газель,Ночь,1,1953.54
1455,11603.0,Газель,Раннее утро/поздний вечер,1,2592.57
1456,12586.0,Легковой,Раннее утро/поздний вечер,0,1476.46
1457,5499.0,Газель,Рабочее время,0,788.84
1458,1620.0,Газель,Раннее утро/поздний вечер,1,1040.36
1459,2084.0,Легковой,Раннее утро/поздний вечер,1,1043.57
1460,4600.0,Удлиненная газель,Раннее утро/поздний вечер,1,1560.38
1461,10050.0,Минивэн,Рабочее время,1,1940.15
1462,14750.0,Легковой,Ночь,0,2129.8
1463,11903.0,Удлиненная газель,Ночь,0,2652.75
1464,9769.0,Удлиненная газель,Ночь,1,3098.84
1465,4376.0,Удлиненная газель,Ночь,0,1016.23
1466,4756.0,Легковой,Рабочее время,0,415.86
1467,15528.0,Минивэн,Рабочее время,0,1958.11
1468,4319.0,Газель,Рабочее время,1,1148.91
1469,13887.0,Минивэн,Рабочее время,0,1597.18
1470,6144.0,Легковой,Ночь,1,1943.75
1471,10445.0,Легковой,Раннее утро/поздний вечер,1,2094.87
1472,1010.0,Минивэн,Ночь,0,360.5
1473,7049.0,Удлиненная газель,Рабочее время,0,1118.57
1474,9618.0,Легковой,Рабочее время,1,1648.5
1475,2757.0,Минивэн,Ночь,1,1336.92
1476,5418.0,Удлиненная газель,Ночь,0,1277.64
1477,4748.0,Удлиненная газель,Ночь,1,1998.25
1478,10059.0,Легковой,Ночь,1,2488.97
1479,12850.0,Минивэн,Ночь,0,2279.53
1480,12531.0,Легковой,Ночь,0,1851.37
1481,8840.0,Легковой,Ночь,0,1270.42
1482,5450.0,Удлиненная газель,Рабочее время,1,1360.23
1483,2160.0,Легковой,Раннее утро/поздний вечер,0,430.15
1484,8682.0,Удлиненная газель,Раннее утро/поздний вечер,0,1461.52
1485,15265.0,Минивэн,Ночь,0,2735.4
1486,6665.0,Минивэн,Рабочее время,0,795.16
1487,8109.0,Газель,Рабочее время,0,1089.02
1488,13195.0,Легковой,Рабочее время,1,1914.89
1489,10567.0,Минивэн,Ночь,0,1936.83
1490,5571.0,Минивэн,Рабочее время,0,691.06
1491,3498.0,Удлиненная газель,Ночь,1,1638.23
1492,11879.0,Газель,Ночь,0,2169.02
1493,2569.0,Газель,Раннее утро/поздний вечер,1,1199.45
1494,14527.0,Легковой,Ночь,1,3006.99
1495,13405.0,Газель,Рабочее время,0,1725.09
1496,11375.0,Удлиненная газель,Раннее утро/поздний вечер,0,2075.24
1497,2648.0,Минивэн,Ночь,1,1347.9
1498,8776.0,Удлиненная газель,Ночь,0,1926.0
1499,2155.0,Минивэн,Рабочее время,1,925.26
1500,15035.0,Газель,Рабочее время,0,2114.95
1501,1418.0,Газель,Рабочее время,0,327.95
1502,5219.0,Удлиненная газель,Раннее утро/поздний вечер,0,958.77
1503,12562.0,Минивэн,Ночь,1,3222.03
1504,5998.0,Минивэн,Раннее утро/поздний вечер,1,1588.16
1505,12281.0,Легковой,Раннее утро/поздний вечер,1,2161.15
1506,3121.0,Минивэн,Раннее утро/поздний вечер,1,1310.63
1507,6657.0,Легковой,Ночь,1,1816.69
1508,3401.0,Минивэн,Раннее утро/поздний вечер,1,1351.09
1509,10484.0,Удлиненная газель,Рабочее время,0,1633.91
1510,14775.0,Легковой,Раннее утро/поздний вечер,1,2545.43
1511,14422.0,Газель,Раннее утро/поздний вечер,0,2321.86
1512,2988.0,Минивэн,Рабочее время,1,938.16
1513,4148.0,Легковой,Рабочее время,1,1108.14
1514,13718.0,Газель,Ночь,0,2707.73
1515,11364.0,Удлиненная газель,Ночь,0,2604.33
1516,5705.0,Легковой,Раннее утро/поздний вечер,1,1435.37
1517,10287.0,Легковой,Рабочее время,1,1707.26
1518,12244.0,Газель,Рабочее время,0,1724.15
1519,10363.0,Минивэн,Рабочее время,0,1232.62
1520,2414.0,Минивэн,Рабочее время,0,294.24
1521,11961.0,Газель,Рабочее время,0,1431.32
1522,12303.0,Удлиненная газель,Раннее утро/поздний вечер,0,2282.68
1523,8808.0,Минивэн,Ночь,0,1518.3
1524,12402.0,Легковой,Раннее утро/поздний вечер,1,2221.54
1525,12871.0,Минивэн,Раннее утро/поздний вечер,0,1771.15
1526,13638.0,Минивэн,Рабочее время,0,1617.82
1527,1665.0,Минивэн,Раннее утро/поздний вечер,0,175.17
1528,1302.0,Удлиненная газель,Ночь,1,1142.37
1529,6472.0,Удлиненная газель,Раннее утро/поздний вечер,0,1132.24
1530,7629.0,Минивэн,Ночь,1,2179.26
1531,14124.0,Легковой,Рабочее время,1,2064.32
1532,11635.0,Удлиненная газель,Раннее утро/поздний вечер,1,2755.1
1533,8714.0,Удлиненная газель,Рабочее время,1,1993.97
1534,8650.0,Легковой,Ночь,0,1369.87
1535,15079.0,Удлиненная газель,Рабочее время,1,2918.76
1536,9074.0,Удлиненная газель,Рабочее время,0,1534.3
1537,5609.0,Удлиненная газель,Раннее утро/поздний вечер,1,1719.3
1538,3279.0,Удлиненная газель,Ночь,0,798.58
1539,4548.0,Удлиненная газель,Ночь,0,957.8
1540,8621.0,Минивэн,Рабочее время,0,1121.29
1541,13227.0,Удлиненная газель,Раннее утро/поздний вечер,1,3096.95
1542,15386.0,Удлиненная газель,Ночь,1,4326.12
1543,10896.0,Удлиненная газель,Ночь,1,3156.14
1544,5053.0,Легковой,Раннее утро/поздний вечер,0,792.61
1545,8164.0,Минивэн,Ночь,1,2393.5
1546,12048.0,Минивэн,Раннее утро/поздний вечер,0,1738.01
1547,1941.0,Удлиненная газель,Рабочее время,0,201.46
1548,5570.000000000001,Удлиненная газель,Ночь,0,1129.51
1549,9523.0,Удлиненная газель,Рабочее время,0,1533.44
1550,12631.0,Газель,Ночь,0,2530.51
1551,12116.0,Легковой,Рабочее время,1,1936.19
1552,1170.0,Минивэн,Раннее утро/поздний вечер,1,879.51
1553,7451.0,Удлиненная газель,Ночь,0,1731.44
1554,7102.0,Легковой,Рабочее время,1,1462.01
1555,1392.0,Минивэн,Ночь,1,1132.25
1556,12028.0,Газель,Рабочее время,1,2338.23
1557,6980.0,Газель,Ночь,0,1349.89
1558,13317.0,Легковой,Ночь,1,3046.94
1559,15428.0,Минивэн,Раннее утро/поздний вечер,1,3027.77
1560,4657.0,Минивэн,Рабочее время,0,566.65
1561,4093.0,Легковой,Рабочее время,0,593.11
1562,4896.0,Газель,Ночь,1,1816.35
1563,6690.0,Газель,Раннее утро/поздний вечер,1,1740.13
1564,11599.0,Минивэн,Рабочее время,0,1519.24
1565,7665.0,Удлиненная газель,Рабочее время,0,1145.31
1566,3434.0,Минивэн,Раннее утро/поздний вечер,1,1213.68
1567,6075.0,Газель,Рабочее время,0,815.0
1568,4232.0,Легковой,Ночь,0,632.32
1569,7406.0,Газель,Рабочее время,1,1556.39
1570,5116.0,Легковой,Рабочее время,0,676.36
1571,12779.0,Газель,Ночь,1,3328.68
1572,9091.0,Удлиненная газель,Рабочее время,0,1431.19
1573,12440.0,Газель,Ночь,1,3320.31
1574,11261.0,Удлиненная газель,Раннее утро/поздний вечер,0,2000.75
1575,10515.0,Легковой,Ночь,0,1504.95
1576,3256.0,Газель,Рабочее время,0,485.55
1577,12319.0,Минивэн,Рабочее время,0,1479.46
1578,15594.0,Минивэн,Рабочее время,1,2474.07
1579,3740.0,Легковой,Раннее утро/поздний вечер,1,1280.1
1580,3812.0,Удлиненная газель,Ночь,1,1741.89
1581,5806.0,Удлиненная газель,Ночь,0,1316.46
1582,13735.0,Легковой,Ночь,1,2925.27
1583,6848.0,Легковой,Раннее утро/поздний вечер,1,1537.51
1584,14296.0,Удлиненная газель,Ночь,1,4166.25
1585,12033.0,Газель,Ночь,1,3292.86
1586,10267.0,Газель,Рабочее время,0,1336.66
1587,7697.999999999998,Удлиненная газель,Ночь,1,2558.02
1588,5560.0,Удлиненная газель,Ночь,0,1319.98
1589,13265.0,Удлиненная газель,Раннее утро/поздний вечер,0,2384.95
1590,4168.0,Минивэн,Ночь,1,1807.74
1591,6740.0,Удлиненная газель,Рабочее время,0,999.56
1592,3948.0,Газель,Рабочее время,0,587.58
1593,6195.0,Газель,Ночь,0,1345.28
1594,13782.0,Легковой,Раннее утро/поздний вечер,0,1612.39
1595,3904.0,Легковой,Рабочее время,1,1033.61
1596,8884.0,Удлиненная газель,Рабочее время,1,1843.96
1597,9315.0,Легковой,Рабочее время,1,1524.61
1598,12292.0,Легковой,Ночь,1,2701.53
1599,14320.0,Газель,Рабочее время,0,1950.29
1600,2586.0,Газель,Ночь,1,1396.2
1601,15446.0,Удлиненная газель,Раннее утро/поздний вечер,0,2805.91
1602,8819.0,Легковой,Ночь,0,1288.64
1603,8021.0,Легковой,Рабочее время,1,1450.78
1604,4909.0,Легковой,Раннее утро/поздний вечер,1,1228.99
1605,4379.0,Легковой,Раннее утро/поздний вечер,0,638.66
1606,15203.0,Газель,Раннее утро/поздний вечер,1,3182.95
1607,6930.0,Минивэн,Ночь,1,2049.97
1608,2182.0,Легковой,Ночь,1,1291.74
1609,13975.0,Газель,Рабочее время,0,1734.89
1610,12580.0,Газель,Ночь,0,2509.95
1611,2486.0,Удлиненная газель,Раннее утро/поздний вечер,0,425.63
1612,8241.0,Легковой,Раннее утро/поздний вечер,0,1090.79
1613,8738.0,Легковой,Раннее утро/поздний вечер,0,1077.56
1614,3751.0,Минивэн,Ночь,1,1561.28
1615,4539.0,Минивэн,Рабочее время,0,668.59
1616,2924.0,Легковой,Рабочее время,0,333.57
1617,2789.0,Удлиненная газель,Рабочее время,1,959.27
1618,1831.0,Удлиненная газель,Раннее утро/поздний вечер,0,371.11
1619,6300.0,Удлиненная газель,Рабочее время,1,1579.94
1620,9824.0,Удлиненная газель,Раннее утро/поздний вечер,1,2383.5
1621,4736.0,Удлиненная газель,Раннее утро/поздний вечер,1,1486.42
1622,14225.0,Легковой,Ночь,1,3155.39
1623,15742.0,Удлиненная газель,Рабочее время,1,3021.71
1624,12574.0,Легковой,Рабочее время,1,1863.95
1625,12724.0,Удлиненная газель,Ночь,0,2863.57
1626,13459.0,Легковой,Раннее утро/поздний вечер,1,2398.98
1627,10981.0,Легковой,Ночь,1,2460.93
1628,13790.0,Удлиненная газель,Ночь,0,3059.9
1629,2112.0,Легковой,Рабочее время,1,932.07
1630,8477.0,Минивэн,Раннее утро/поздний вечер,1,1887.01
1631,14300.0,Минивэн,Раннее утро/поздний вечер,0,2079.64
1632,14108.0,Легковой,Рабочее время,1,2138.12
1633,9265.0,Удлиненная газель,Рабочее время,1,2144.98
1634,2333.0,Минивэн,Ночь,0,432.67
1635,14981.0,Минивэн,Раннее утро/поздний вечер,1,2841.44
1636,2527.0,Минивэн,Раннее утро/поздний вечер,0,366.98
1637,4432.0,Газель,Ночь,1,1742.03
1638,6997.0,Газель,Раннее утро/поздний вечер,1,1796.75
1639,15597.0,Минивэн,Ночь,0,2777.14
1640,15806.0,Минивэн,Раннее утро/поздний вечер,1,3026.36
1641,5928.0,Удлиненная газель,Раннее утро/поздний вечер,0,907.88
1642,8998.0,Газель,Раннее утро/поздний вечер,1,2157.87
1643,5216.0,Минивэн,Раннее утро/поздний вечер,0,825.51
1644,11368.0,Легковой,Рабочее время,0,1207.5
1645,13054.0,Легковой,Ночь,0,2003.77
1646,2961.0,Минивэн,Раннее утро/поздний вечер,1,1020.8
1647,7405.0,Легковой,Раннее утро/поздний вечер,1,1714.82
1648,12569.0,Газель,Рабочее время,0,1749.24
1649,9733.0,Легковой,Рабочее время,0,1093.16
1650,2701.0,Газель,Ночь,0,570.74
1651,13537.0,Легковой,Раннее утро/поздний вечер,0,1747.12
1652,10180.0,Минивэн,Ночь,1,2709.81
1653,12462.0,Газель,Раннее утро/поздний вечер,0,1961.81
1654,6232.0,Газель,Рабочее время,1,1412.03
1655,7298.0,Газель,Рабочее время,0,937.8
1656,14883.0,Легковой,Рабочее время,0,1483.15
1657,5981.0,Удлиненная газель,Ночь,1,2120.81
1658,1492.0,Легковой,Ночь,0,251.7
1659,11091.0,Газель,Рабочее время,1,2131.19
1660,13797.0,Удлиненная газель,Ночь,0,2996.69
1661,15228.0,Удлиненная газель,Ночь,1,4458.23
1662,14986.0,Минивэн,Раннее утро/поздний вечер,1,2886.47
1663,4901.0,Газель,Рабочее время,0,680.75
1664,8252.0,Газель,Раннее утро/поздний вечер,0,1272.2
1665,12351.0,Минивэн,Раннее утро/поздний вечер,1,2621.33
1666,7319.0,Минивэн,Ночь,0,1438.95
1667,14297.0,Удлиненная газель,Раннее утро/поздний вечер,0,2526.77
1668,2036.9999999999998,Минивэн,Раннее утро/поздний вечер,1,1146.68
1669,7047.0,Удлиненная газель,Раннее утро/поздний вечер,0,1386.98
1670,8316.0,Легковой,Раннее утро/поздний вечер,0,1046.26
1671,5988.0,Газель,Ночь,0,1047.74
1672,7018.0,Минивэн,Рабочее время,0,1037.7
1673,7737.0,Газель,Рабочее время,1,1597.2
1674,12913.0,Удлиненная газель,Рабочее время,0,1972.91
1675,10734.0,Удлиненная газель,Рабочее время,0,1584.34
1676,5345.0,Удлиненная газель,Раннее утро/поздний вечер,1,1694.65
1677,5580.0,Газель,Рабочее время,1,1299.61
1678,9516.0,Минивэн,Ночь,0,1696.3
1679,6191.0,Легковой,Ночь,1,1810.74
1680,4719.0,Удлиненная газель,Рабочее время,1,1289.17
1681,9252.0,Минивэн,Рабочее время,1,1801.85
1682,12008.0,Газель,Рабочее время,1,2197.84
1683,4104.0,Удлиненная газель,Рабочее время,1,1344.34
1684,7486.0,Газель,Ночь,0,1525.9
1685,2846.0,Минивэн,Раннее утро/поздний вечер,1,1166.36
1686,8409.0,Минивэн,Раннее утро/поздний вечер,0,1258.61
1687,6441.0,Удлиненная газель,Раннее утро/поздний вечер,0,1251.48
1688,6938.0,Минивэн,Рабочее время,1,1367.86
1689,13444.0,Легковой,Ночь,0,2054.17
1690,10022.0,Минивэн,Рабочее время,1,1901.96
1691,9848.0,Минивэн,Рабочее время,1,1747.95
1692,12043.0,Минивэн,Ночь,0,2343.43
1693,5241.0,Минивэн,Рабочее время,1,1251.49
1694,2325.0,Минивэн,Раннее утро/поздний вечер,1,1125.36
1695,4643.0,Удлиненная газель,Раннее утро/поздний вечер,0,832.93
1696,5238.0,Удлиненная газель,Рабочее время,1,1368.36
1697,11939.0,Минивэн,Раннее утро/поздний вечер,0,1749.15
1698,8901.0,Легковой,Ночь,1,2221.35
1699,1237.0,Удлиненная газель,Рабочее время,1,826.87
1700,4385.0,Минивэн,Рабочее время,1,1114.78
1701,6205.0,Газель,Рабочее время,0,834.65
1702,7455.0,Удлиненная газель,Раннее утро/поздний вечер,0,1394.75
1703,12306.0,Удлиненная газель,Рабочее время,0,1895.66
1704,5830.0,Минивэн,Рабочее время,1,1330.14
1705,12097.0,Легковой,Рабочее время,1,1857.07
1706,15084.0,Газель,Ночь,0,2963.9
1707,14090.0,Удлиненная газель,Ночь,1,4210.28
1708,8390.0,Газель,Рабочее время,0,1139.68
1709,13026.0,Удлиненная газель,Рабочее время,0,1955.79
1710,8251.0,Удлиненная газель,Раннее утро/поздний вечер,1,2191.34
1711,11814.0,Легковой,Рабочее время,1,1833.58
1712,9380.0,Газель,Раннее утро/поздний вечер,0,1419.76
1713,7368.0,Удлиненная газель,Ночь,0,1737.55
1714,4107.0,Легковой,Раннее утро/поздний вечер,1,1287.27
1715,5487.0,Газель,Раннее утро/поздний вечер,1,1606.84
1716,1284.0,Легковой,Раннее утро/поздний вечер,0,283.78
1717,15971.0,Газель,Рабочее время,0,2010.91
1718,11045.0,Легковой,Раннее утро/поздний вечер,0,1364.61
1719,5986.0,Удлиненная газель,Рабочее время,0,916.15
1720,13492.0,Легковой,Раннее утро/поздний вечер,1,2402.17
1721,4682.0,Минивэн,Ночь,0,872.29
1722,15981.0,Минивэн,Раннее утро/поздний вечер,0,2270.65
1723,15571.0,Минивэн,Рабочее время,0,1910.75
1724,15036.0,Легковой,Ночь,0,2306.15
1725,9830.0,Легковой,Раннее утро/поздний вечер,0,1130.43
1726,12773.0,Легковой,Ночь,0,1823.26
1727,2959.0,Легковой,Раннее утро/поздний вечер,0,279.49
1728,2908.0,Удлиненная газель,Ночь,0,567.5
1729,2178.0,Минивэн,Раннее утро/поздний вечер,1,1098.31
1730,6226.0,Удлиненная газель,Ночь,0,1525.8
1731,2159.0,Легковой,Раннее утро/поздний вечер,1,1068.52
1732,2472.0,Газель,Рабочее время,1,1012.38
1733,1117.0,Легковой,Рабочее время,0,287.35
1734,7332.0,Минивэн,Раннее утро/поздний вечер,0,1202.49
1735,1167.0,Газель,Раннее утро/поздний вечер,0,347.15
1736,5182.0,Удлиненная газель,Раннее утро/поздний вечер,0,1091.81
1737,1991.0,Минивэн,Ночь,1,1110.94
1738,3221.0,Легковой,Ночь,0,451.41
1739,4902.0,Минивэн,Ночь,1,1781.81
1740,5512.0,Газель,Раннее утро/поздний вечер,0,812.11
1741,7991.0,Газель,Раннее утро/поздний вечер,0,1100.75
1742,2539.0,Удлиненная газель,Раннее утро/поздний вечер,0,409.21
1743,2806.0,Газель,Раннее утро/поздний вечер,0,425.87
1744,12328.0,Газель,Рабочее время,0,1668.19
1745,4018.0,Минивэн,Ночь,1,1778.49
1746,13280.0,Газель,Раннее утро/поздний вечер,1,2860.44
1747,1896.0,Газель,Раннее утро/поздний вечер,0,206.3
1748,6604.0,Минивэн,Ночь,0,1213.83
1749,15199.0,Минивэн,Ночь,0,2849.02
1750,15202.0,Минивэн,Раннее утро/поздний вечер,1,2901.72
1751,15065.0,Минивэн,Раннее утро/поздний вечер,1,2945.03
1752,5324.0,Газель,Рабочее время,0,814.29
1753,2350.0,Минивэн,Ночь,1,1360.19
1754,8650.0,Удлиненная газель,Раннее утро/поздний вечер,0,1599.9
1755,2661.0,Минивэн,Ночь,1,1371.19
1756,8311.0,Минивэн,Рабочее время,1,1681.04
1757,15048.0,Удлиненная газель,Раннее утро/поздний вечер,0,2798.02
1758,10996.0,Газель,Рабочее время,0,1485.71
1759,5229.0,Легковой,Ночь,1,1739.01
1760,14550.0,Минивэн,Ночь,0,2629.64
1761,7738.0,Легковой,Ночь,0,1118.32
1762,1212.0,Легковой,Рабочее время,1,821.82
1763,13051.0,Легковой,Ночь,1,3021.37
1764,1094.0,Удлиненная газель,Раннее утро/поздний вечер,0,294.23
1765,13200.0,Минивэн,Ночь,1,3399.66
1766,14772.0,Газель,Ночь,0,2792.35
1767,7562.0,Легковой,Рабочее время,1,1461.86
1768,10825.0,Удлиненная газель,Ночь,0,2324.57
1769,15234.0,Легковой,Раннее утро/поздний вечер,1,2673.6
1770,12771.0,Минивэн,Ночь,0,2251.21
1771,8046.999999999999,Удлиненная газель,Раннее утро/поздний вечер,0,1507.05
1772,6315.0,Легковой,Рабочее время,1,1285.1
1773,2396.0,Легковой,Раннее утро/поздний вечер,1,976.48
1774,5801.0,Минивэн,Рабочее время,1,1340.97
1775,11870.0,Легковой,Ночь,1,2560.0
1776,3690.0,Газель,Ночь,0,709.54
1777,1097.0,Минивэн,Ночь,0,267.08
1778,10124.0,Легковой,Ночь,1,2484.43
1779,11456.0,Легковой,Раннее утро/поздний вечер,1,2105.97
1780,15894.0,Легковой,Раннее утро/поздний вечер,0,1824.22
1781,4991.0,Легковой,Раннее утро/поздний вечер,1,1341.14
1782,7002.0,Легковой,Рабочее время,1,1212.44
1783,7962.0,Удлиненная газель,Рабочее время,1,1711.9
1784,14513.0,Удлиненная газель,Рабочее время,0,2232.99
1785,12406.0,Удлиненная газель,Рабочее время,1,2466.42
1786,10680.0,Удлиненная газель,Ночь,0,2449.74
1787,6557.0,Удлиненная газель,Раннее утро/поздний вечер,0,1127.4
1788,11277.0,Удлиненная газель,Рабочее время,1,2356.57
1789,5405.0,Удлиненная газель,Ночь,1,2135.43
1790,6082.0,Газель,Ночь,0,1181.61
1791,11947.0,Удлиненная газель,Раннее утро/поздний вечер,1,2737.45
1792,11103.0,Минивэн,Рабочее время,1,2003.15
1793,9472.0,Газель,Ночь,1,2842.22
1794,2357.0,Легковой,Раннее утро/поздний вечер,0,426.77
1795,9349.0,Газель,Раннее утро/поздний вечер,0,1599.45
1796,9228.0,Удлиненная газель,Ночь,0,2187.53
1797,13459.0,Минивэн,Раннее утро/поздний вечер,1,2678.74
1798,9964.0,Легковой,Ночь,0,1353.76
1799,10116.0,Удлиненная газель,Рабочее время,0,1645.77
1800,3233.0,Газель,Рабочее время,1,1002.81
1801,13849.0,Легковой,Раннее утро/поздний вечер,1,2328.96
1802,2467.0,Удлиненная газель,Раннее утро/поздний вечер,0,537.33
1803,5834.0,Легковой,Раннее утро/поздний вечер,0,644.23
1804,8184.0,Удлиненная газель,Ночь,0,1924.05
1805,1362.0,Минивэн,Раннее утро/поздний вечер,0,161.68
1806,7102.0,Легковой,Раннее утро/поздний вечер,1,1692.11
1807,3030.0,Минивэн,Раннее утро/поздний вечер,0,490.36
1808,14914.0,Газель,Рабочее время,0,1844.41
1809,12873.0,Легковой,Ночь,1,2703.43
1810,9639.0,Газель,Рабочее время,1,1888.86
1811,12036.0,Легковой,Рабочее время,1,1835.85
1812,8261.0,Удлиненная газель,Раннее утро/поздний вечер,0,1500.88
1813,3017.0,Легковой,Ночь,1,1517.23
1814,13490.0,Удлиненная газель,Ночь,1,3969.7
1815,5611.0,Газель,Рабочее время,1,1381.23
1816,13640.0,Удлиненная газель,Рабочее время,0,2099.66
1817,8515.0,Легковой,Раннее утро/поздний вечер,0,1094.6
1818,3734.0,Минивэн,Ночь,1,1553.7
1819,5744.0,Удлиненная газель,Ночь,1,2073.85
1820,11059.0,Минивэн,Раннее утро/поздний вечер,0,1619.15
1821,11044.0,Минивэн,Раннее утро/поздний вечер,0,1723.9
1822,12256.0,Удлиненная газель,Ночь,0,2805.63
1823,1147.0,Удлиненная газель,Ночь,0,287.47
1824,5330.0,Легковой,Раннее утро/поздний вечер,0,609.57
1825,7726.0,Удлиненная газель,Раннее утро/поздний вечер,1,2036.44
1826,15631.0,Легковой,Раннее утро/поздний вечер,0,1821.22
1827,9025.0,Удлиненная газель,Ночь,1,2934.79
1828,6130.0,Газель,Рабочее время,0,890.25
1829,13548.0,Газель,Раннее утро/поздний вечер,0,2037.78
1830,14933.0,Минивэн,Раннее утро/поздний вечер,1,2923.05
1831,3482.0,Минивэн,Раннее утро/поздний вечер,1,1262.12
1832,2443.0,Минивэн,Рабочее время,1,912.81
1833,14376.0,Легковой,Раннее утро/поздний вечер,0,1875.7
1834,12505.0,Минивэн,Рабочее время,0,1614.6
1835,10938.0,Удлиненная газель,Ночь,0,2267.54
1836,10143.0,Минивэн,Раннее утро/поздний вечер,0,1563.03
1837,9539.0,Удлиненная газель,Ночь,1,3059.27
1838,3826.0,Легковой,Ночь,0,565.93
1839,7107.0,Минивэн,Раннее утро/поздний вечер,1,1736.91
1840,2178.0,Газель,Ночь,0,458.21
1841,6895.0,Газель,Ночь,0,1194.8
1842,10526.0,Легковой,Рабочее время,1,1746.37
1843,14640.0,Удлиненная газель,Раннее утро/поздний вечер,0,2669.94
1844,4843.0,Удлиненная газель,Раннее утро/поздний вечер,0,763.31
1845,10002.0,Легковой,Раннее утро/поздний вечер,0,1212.05
1846,1812.0,Легковой,Ночь,1,1201.99
1847,5693.0,Минивэн,Раннее утро/поздний вечер,0,843.09
1848,8894.0,Газель,Ночь,0,1653.63
1849,4591.0,Газель,Раннее утро/поздний вечер,1,1461.2
1850,12915.0,Газель,Рабочее время,0,1695.16
1851,9845.0,Легковой,Раннее утро/поздний вечер,0,1094.71
1852,12953.0,Удлиненная газель,Рабочее время,0,1812.7
1853,15279.0,Минивэн,Ночь,1,3709.1
1854,9238.0,Минивэн,Ночь,0,1647.73
1855,14080.0,Газель,Раннее утро/поздний вечер,0,2339.85
1856,6115.0,Минивэн,Рабочее время,0,835.44
1857,6667.0,Минивэн,Рабочее время,0,757.37
1858,11424.0,Газель,Ночь,1,3083.89
1859,9506.0,Легковой,Раннее утро/поздний вечер,1,1935.54
1860,8270.0,Газель,Раннее утро/поздний вечер,1,2110.17
1861,1514.0,Газель,Раннее утро/поздний вечер,1,1014.22
1862,14770.0,Газель,Раннее утро/поздний вечер,0,2310.23
1863,12965.0,Газель,Рабочее время,0,1595.4
1864,6022.0,Минивэн,Раннее утро/поздний вечер,1,1712.01
1865,9775.0,Удлиненная газель,Рабочее время,0,1495.29
1866,6357.0,Газель,Раннее утро/поздний вечер,0,1026.69
1867,11077.0,Легковой,Раннее утро/поздний вечер,1,2056.84
1868,14282.0,Удлиненная газель,Рабочее время,0,2192.16
1869,7634.0,Удлиненная газель,Рабочее время,1,1653.56
1870,15096.0,Легковой,Раннее утро/поздний вечер,0,1845.89
1871,9429.0,Газель,Раннее утро/поздний вечер,0,1449.46
1872,7154.0,Легковой,Раннее утро/поздний вечер,0,894.13
1873,15899.0,Легковой,Раннее утро/поздний вечер,0,1929.14
1874,1098.0,Удлиненная газель,Раннее утро/поздний вечер,1,1078.16
1875,13191.0,Минивэн,Ночь,0,2471.19
1876,11621.0,Удлиненная газель,Рабочее время,1,2281.1
1877,12592.0,Газель,Рабочее время,1,2242.28
1878,6666.0,Удлиненная газель,Ночь,1,2436.42
1879,11637.0,Минивэн,Рабочее время,0,1506.71
1880,4233.0,Удлиненная газель,Рабочее время,1,1262.78
1881,1439.0,Удлиненная газель,Ночь,0,359.37
1882,13930.0,Минивэн,Ночь,0,2479.72
1883,3598.0,Удлиненная газель,Рабочее время,0,467.68
1884,1429.0,Газель,Ночь,1,1229.12
1885,1228.0,Удлиненная газель,Ночь,0,288.25
1886,2868.0,Минивэн,Рабочее время,0,318.02
1887,14056.0,Минивэн,Рабочее время,0,1845.96
1888,11628.0,Газель,Ночь,1,3107.63
1889,9424.0,Минивэн,Ночь,0,1774.44
1890,2431.0,Удлиненная газель,Ночь,1,1450.64
1891,6266.0,Удлиненная газель,Ночь,1,2286.28
1892,2217.0,Легковой,Рабочее время,0,226.91
1893,3326.0,Удлиненная газель,Ночь,1,1625.98
1894,11483.0,Удлиненная газель,Ночь,0,2563.11
1895,7206.0,Удлиненная газель,Раннее утро/поздний вечер,0,1346.44
1896,1451.0,Газель,Рабочее время,0,290.83
1897,6588.0,Минивэн,Ночь,1,2108.02
1898,12314.0,Газель,Ночь,1,3363.95
1899,7635.0,Минивэн,Ночь,1,2284.55
1900,2762.0,Минивэн,Ночь,0,452.5
1901,9662.0,Легковой,Ночь,1,2351.91
1902,11491.0,Газель,Рабочее время,0,1540.95
1903,6565.000000000001,Минивэн,Раннее утро/поздний вечер,0,1025.18
1904,5302.0,Минивэн,Ночь,0,971.99
1905,13305.0,Легковой,Рабочее время,0,1305.17
1906,13603.0,Газель,Рабочее время,1,2402.59
1907,3645.0,Газель,Ночь,0,685.18
1908,1078.0,Удлиненная газель,Ночь,0,417.99
1909,3407.0,Минивэн,Ночь,1,1636.85
1910,7789.0,Удлиненная газель,Рабочее время,1,1748.64
1911,12889.0,Удлиненная газель,Ночь,0,2729.34
1912,13390.0,Газель,Ночь,1,3440.19
1913,2793.0,Минивэн,Рабочее время,1,893.44
1914,6317.0,Газель,Раннее утро/поздний вечер,1,1776.61
1915,8744.0,Газель,Рабочее время,1,1704.07
1916,7015.0,Минивэн,Рабочее время,1,1454.76
1917,6960.0,Удлиненная газель,Раннее утро/поздний вечер,1,1889.62
1918,3867.0,Легковой,Раннее утро/поздний вечер,0,416.71
1919,15829.0,Удлиненная газель,Раннее утро/поздний вечер,0,2768.6
1920,9824.0,Минивэн,Раннее утро/поздний вечер,0,1314.34
1921,15277.0,Газель,Ночь,1,3857.29
1922,12217.0,Легковой,Раннее утро/поздний вечер,0,1467.35
1923,14079.0,Легковой,Рабочее время,1,2069.07
